sentence,num_words,google_language,stopwords_language,book_name
"Ja vaikka mestari Pangloss olisikin sanonut mit?  tahansa, niin huomasin kuitenkin useasti, ett? Westfalissa ainakin  kaikki k?vi p?in seini?.",21,{'fi': 0.9999967099576568},{'finnish': 4},candide
KAHDEKSASTOISTA LUKU.,2,"{'hu': 0.2857138052843457, 'de': 0.7142696443079908}",{},candide
Mit? he n?kiv?t Eldoradon maassa.,5,{'fi': 0.9999944906833658},"{'spanish': 1, 'english': 1, 'finnish': 1}",candide
Cacambo ilmaisi ravintolanis?nn?lle heid?n uteliaisuutensa.,5,{'fi': 0.9999952470542219},{'finnish': 1},candide
T?m?  vastasi:    -- Min? olen kovin oppimaton mies ja minun on hyv? olla sellaisena  kuin olen.,21,{'fi': 0.9999963876991371},"{'norwegian': 1, 'finnish': 6, 'english': 1, 'dutch': 1, 'french': 1}",candide
"Mutta meill? on t??ll? er?s vanhus, joka aikoinaan  on ollut hovissa ja joka on koko valtakunnan viisain ja samalla  puheliain mies.",23,{'fi': 0.9999968640094951},"{'norwegian': 1, 'finnish': 5, 'english': 1, 'dutch': 1, 'french': 1}",candide
Ja heti h?n johdatti Cacambon vanhuksen luo.,7,{'fi': 0.9999961634279142},{'finnish': 1},candide
Candide oli nyt vain  toisarvoinen henkil? ja h?n sai luvan seurata renki??n.,13,{'fi': 0.9999965294503861},"{'norwegian': 1, 'finnish': 4, 'dutch': 1}",candide
"He astuivat  sis?lle er??seen hyvin yksinkertaiseen taloon, sill? ovi oli  ainoastaan hopeasta ja sis?seinien laudoitukset ainoastaan kullasta,  mutta muuten niin taitehikkaasti ja somasti veisteltyj?, etteiv?t  edes kallisarvoisimmatkaan laudoitukset olisi voineet vet?? niille  vertoja.",38,{'fi': 0.9999972002534907},"{'norwegian': 1, 'finnish': 7, 'dutch': 1}",candide
"Eteisess? tosin oli silauksien asemesta vain rubiineja  ja smaragdeja, mutta se sopusointuinen j?rjestys, joka kaikkialla  vallitsi, korvasi sensijaan t?m?n ??rimm?isen yksinkertaisuuden.",23,{'fi': 0.999997972578065},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 6, 'spanish': 1, 'norwegian': 1}",candide
Vanhus istutti molemmat vieraansa kolibrin h?yhenill? t?ytetylle  sohvalle ja tarjosi heille viini? timanttimaljakoista.,14,{'fi': 0.9999988112780074},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
"Senj?lkeen h?n  tyydytti heid?n uteliaisuutensa seuraavin sanoin:    -- Olen sadan seitsem?nkymmenen kahden vuoden vanha ja Perun  kummalliset mullistukset tulin tiet?m??n is?vainajaltani, joka  oli silloin kuninkaan tallimestarina, ja joka omin silmin oli  n?hnyt ne.",40,{'fi': 0.9999971909268601},"{'italian': 1, 'dutch': 1, 'french': 1, 'finnish': 6, 'hungarian': 1, 'turkish': 1, 'norwegian': 1}",candide
"T?m? valtakunta, jossa me nyt asumme, on Inka-kansan  muinainen is?nmaa, josta se varomattomasti kyll? l?hti liikkeelle  valloittaakseen er??n toisen maanpaikan, jossa espanjalaiset  my?hemmin heid?t perinpohjin tuhosivat.",29,{'fi': 0.9999969114209444},"{'italian': 1, 'dutch': 1, 'french': 3, 'portuguese': 2, 'finnish': 7, 'english': 2, 'spanish': 2, 'norwegian': 1}",candide
"Ne heimop??llik?t, jotka olivat j??neet is?nmaahansa, olivat  sensijaan viisaampia.",10,{'fi': 0.9999975498654192},{'finnish': 2},candide
"He s??siv?t kansan suostumuksella sellaisen  lain, ettei kukaan maan asukkaista en?? saisi menn? valtakunnan  rajojen ulkopuolelle.",18,{'fi': 0.9999971815829045},{},candide
"T?st? johtuu se viattomuuden ja onnellisuuden  tila, miss? nyky??n el?mme.",11,{'fi': 0.9999993639392432},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 3, 'spanish': 1, 'norwegian': 1}",candide
Espanjalaisilla on kyll? ollut h?m?r?  aavistus t?st? maasta ja he ovat nimitt?neet sit? Eldoradoksi.,15,{'fi': 0.9999978990019246},"{'dutch': 1, 'french': 1, 'finnish': 7, 'english': 2, 'spanish': 1, 'norwegian': 1}",candide
"Ja  er?s englantilainen ritari Raleigh oli kerran noin sata vuotta sitten  meit? sangen l?hell?kin, mutta kun ylip??sem?tt?m?t vuoret ja kuilut  ymp?r?iv?t meit? joka puolelta, olemme t?h?n asti saaneet olla  rauhassa noilta Europan ry?st?nhimoisilta kansoilta, joilla on aivan  k?sitt?m?t?n, raivokas himo meid?n maamme kiviin ja soraan ja jotka  p??st?kseen siit? porosta osallisiksi tappaisivat varmasti meid?t  kaikki viimeiseen mieheen.",64,{'fi': 0.9999982947962847},"{'norwegian': 2, 'finnish': 17, 'english': 1, 'dutch': 1, 'french': 1}",candide
"Keskustelu oli pitk?, se kosketteli maan valtiomuotoa, tapoja,  naisia, yleisi? n?ytelmi? ja taiteita.",14,{'fi': 0.9999972192984444},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 3, 'spanish': 1, 'norwegian': 1}",candide
"Lopuksi Candide, jolla aina  oli suuri taipumus metafysiikkaan, k?ski Cacambon kysy?, oliko t?ss?  maassa jonkinlaista uskontoa.",18,{'fi': 0.9999971511204959},{'finnish': 3},candide
Vanhus punastui hieman.,3,{'fi': 0.9999948324528659},{},candide
"-- Kuinka voitte ep?ill?k??n sit?, sanoi h?n.",7,{'fi': 0.9999971443315843},{'finnish': 2},candide
Emmeh?n toki ole niin  kiitt?m?tt?mi?!,6,{'fi': 0.9999966743170847},{'finnish': 2},candide
"Cacambo kysyi n?yr?sti, mik? Eldoradon uskonto siis oli?",8,{'fi': 0.9999961472379812},{'finnish': 2},candide
Puna kohosi uudestaan vanhuksen poskille.,5,{'fi': 0.9999961892442081},{},candide
-- Voiko olla kahta uskontoa?,5,{'fi': 0.999996646140443},{'finnish': 1},candide
sanoi h?n.,2,{'fi': 0.9999973133120339},{'finnish': 1},candide
Meill? on tietenkin sama  uskonto kuin kaikilla muillakin ihmisill?.,10,{'fi': 0.9999951382283943},"{'finnish': 2, 'english': 1, 'french': 1}",candide
Me palvelemme Jumalaa  aamusta iltaan.,6,{'fi': 0.9999954936707137},{},candide
-- Palveletteko siis ainoastaan yht? Jumalaa?,6,{'fi': 0.9999962832620756},{},candide
"kysyi Cacambo, joka  edelleenkin tulkitsi Candiden tiedonjanoista ep?ily??",9,{'fi': 0.9999980867580722},{'finnish': 1},candide
"-- Luonnollisesti, vastasi vanhus, koska niit? ei ole kahta eik?  kolmea eik? nelj??.",14,{'fi': 0.9999971876534309},{'finnish': 4},candide
"Mutta t?ytyyp? minun my?nt??, ett? teid?n  maanosanne ihmiset tekev?t kovin omituisia kysymyksi?.",13,{'fi': 0.9999974212524487},{'finnish': 3},candide
Candide ei vain v?synyt haastattelemaan t?t? kunnon vanhusta.,8,{'fi': 0.9999988916571576},{'finnish': 2},candide
"H?n  tahtoi my?skin tiet??, kuinka ihmiset rukoilivat Jumalaa Eldoradossa.",10,{'fi': 0.9999942010832927},{},candide
"Me emme rukoile h?nt? ollenkaan, sanoi tuo hyv? ja kunnian-arvoinen  tietoviisas, meill? ei ole mit??n h?nelt? pyydett?v??, sill? h?n on  antanut meille kaikki, mit? tarvitsemmekin.",27,{'fi': 0.9999968324137789},"{'italian': 1, 'norwegian': 1, 'french': 1, 'finnish': 13, 'english': 1, 'dutch': 1}",candide
Me ainoastaan ylist?mme  h?nt? lakkaamatta.,6,{'fi': 0.9999971001383451},{'finnish': 1},candide
"Candide tuli nyt hyvin uteliaaksi n?kem??n, millaisia t?m?n maan  papit olivat ja h?n pyysi Cacambon kysym??n, miss? he olivat.",20,{'fi': 0.9999976400670805},"{'dutch': 1, 'spanish': 1, 'finnish': 7, 'english': 1, 'norwegian': 1}",candide
Tuo hyv? vanhus hymyili.,4,{'fi': 0.9999976438886358},{},candide
"-- Yst?v?iseni, sanoi h?n, me olemme kaikki pappeja; kuningas ja  kaikki heimoruhtinaat laulavat joka aamu juhlallisesti ylistyshymnej?  ja viisi tai kuusi tuhatta s?velniekkaa on heit? s?est?m?ss?.",28,{'fi': 0.9999962375311603},"{'dutch': 2, 'french': 2, 'portuguese': 1, 'finnish': 8, 'english': 2, 'spanish': 1, 'norwegian': 2}",candide
"-- Mit?, eik? teill? ole ollenkaan munkkeja, jotka opettavat,  v?ittelev?t, hallitsevat, punovat juonia ja polttavat roviolla kaikki  ne, jotka eiv?t ole samaa mielipidett? kuin he itse.",28,{'fi': 0.9999973133140411},"{'italian': 1, 'dutch': 1, 'hungarian': 1, 'french': 1, 'finnish': 9, 'turkish': 1, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
"-- Mutta silloinhan meid?n t?ytyisi olla hulluja, sanoi vanhus.",9,{'fi': 0.9999975725144177},{'finnish': 2},candide
"Me olemme t??ll? kaikki samaa mielipidett? emmek? ymm?rr?, mit?  tarkoitatte munkeilla.",12,{'fi': 0.9999947653399552},{'finnish': 2},candide
"Candide oli kaikesta kuulemastaan yht? hurmaantunut ja sanoi itselleen    -- Onpa t?m? kokonaan toista kuin Westfalissa ja hra paroonin  linnassa, ja jos yst?v?mme Pangloss olisi n?hnyt Eldoradon, ei h?n  en?? olisi v?itt?nyt, ett? Thunder-ten-Tronckhin linna oli parasta  mit? maailmassa oli.",46,{'fi': 0.9999971812365377},"{'norwegian': 1, 'finnish': 10, 'dutch': 1}",candide
"T?ytyy ensin matkustaa ja n?hd? maailmaa, se on  varma se!",11,{'fi': 0.9999982387010684},"{'italian': 1, 'dutch': 1, 'french': 2, 'portuguese': 1, 'finnish': 3, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
"T?m?n pitk?n keskustelun j?lkeen antoi tuo yst?v?llinen vanhus  valjastaa kuusi j??r?? vaunujen eteen ja antoi molempien  matkailijoiden k?ytett?v?ksi kaksitoista palvelijaa, joiden tuli  ohjata heid?t hoviin.",28,{'fi': 0.9999966789803298},"{'italian': 1, 'norwegian': 1, 'finnish': 4, 'dutch': 1}",candide
"-- Suonette minulle anteeksi, sanoi h?n heille, ett? korkea ik?ni  riist?? minulta kunnian saada saattaa teit?.",17,{'fi': 0.999998316722147},{'finnish': 6},candide
"Kuningas on kyll?  ottava teid?t vastaan tavalla, joka ei ole antava teille aihetta  tyytym?tt?myyteen.",16,{'fi': 0.9999964868100241},"{'finnish': 6, 'english': 1, 'french': 1}",candide
"Ja jos maan tavoissa olisikin joitakin sellaisia,  jotka eiv?t teit? miellytt?isi, niin ette varmaankaan pane pahaksenne.",17,{'fi': 0.9999966019670607},{'finnish': 6},candide
Candide ja Cacambo nousivat vaunuihin.,5,"{'ca': 0.28571366792701036, 'et': 0.285714494696685, 'fi': 0.4285695275289377}","{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"Nuo kuusi j??r?? l?htiv?t  liikkeelle nopeasti kuin linnut ja v?hemm?ss? kuin nelj?ss? tunnissa  saavuttiin kuninkaallisen palatsin edustalle, joka sijaitsi  p??kaupungin toisessa laidassa.",25,{'fi': 0.9999973910030336},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"Linnan porttaali oli kaksi sataa kaksikymment? jalkaa korkea ja sata  jalkaa leve?; mit? ainetta se oli, sit? oli sensijaan mahdotonta  tiet??.",23,{'fi': 0.9999982215133693},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 5, 'spanish': 1, 'norwegian': 1}",candide
"Saattoi kyll? n?hd?, ett? se aivan huimaavassa m??r?ss?  voitti kaiken tuon liikkuvan hiekan ja kivisoran, jota me nimit?mme  kullaksi ja jalokiviksi.",23,{'fi': 0.9999969851807308},"{'italian': 1, 'dutch': 2, 'french': 2, 'portuguese': 2, 'finnish': 6, 'english': 1, 'spanish': 2, 'norwegian': 2}",candide
Kaksikymment? kaunista kuninkaan henkivartiostoon kuuluvaa tytt??  otti vastaan Candiden ja Cacambon heid?n astuessaan alas vaunuista.,16,{'fi': 0.9999976838972122},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
"He veiv?t heid?t sitten kylpyyn ja pukivat heid?t kolibrin untuvasta  kudottuihin pukuihin, jonka toimituksen j?lkeen hovin korkeimmat  virkamiehet ja virkanaiset johdattivat heid?t H?nen Majesteettinsa  huoneistoon kahden kunniarivin keskitse, johon kumpaankin kuului  hovitapojen mukaisesti noin tuhat soittoniekkaa.",40,{'fi': 0.9999965036561237},"{'norwegian': 1, 'finnish': 5, 'dutch': 1}",candide
"Kun he tulivat  valtaistuinsalin ovelle, kysyi Cacambo er??lt? hoviherralta,  kuinka oli menetelt?v? H?nen Majesteettiaan tervehtiess?, oliko  heitt?ydytt?v? polvilleen vai vatsalleen maahan, oliko pantava k?det  eteen vai taakse tai oliko ehk? nuoltava lattian tomua, toisin  sanoen, mik? t?ss? tapauksessa oli tavanmukainen juhlameno.",46,{'fi': 0.9999951858832963},"{'spanish': 1, 'english': 1, 'finnish': 6}",candide
"-- Tapana on, sanoi hoviherra, syleill? kuningasta ja suudella h?nt?  molemmille poskille.",13,{'fi': 0.9999973982275967},"{'norwegian': 1, 'finnish': 3, 'english': 1, 'dutch': 1, 'french': 1}",candide
"Candide ja Cacambo sy?ksyiv?t syliksi H?nen Majesteettiinsa, joka  otti heid?t vastaan sanoin kuvaamattomalla rakastettavuudella ja  pyysi heit? kohteliaasti illalliselle.",21,{'fi': 0.9999951811883429},"{'norwegian': 1, 'finnish': 4, 'dutch': 1}",candide
"Sit? odotellessa n?yteltiin heille kaupunkia, sen pilviin asti  kohoavia julkisia rakennuksia, sen tuhansilla pylv?ill? koristettuja  toreja, sen lukuisia suihkukaivoja, joista virtasi mist? puhdasta  vett?, mist? ruusuvett?, mist? taas sokeriruokoviini?, joka  lakkaamatta valui valtaviin jonkinlaisilla jalokivill? kivitettyihin  altaisiin ja levitti ymp?rilleen neilikan ja kaneelin tuoksun.",49,{'fi': 0.9999975559436471},"{'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
Candide pyysi n?hd? oikeuspalatsia ja parlamenttia.,6,"{'et': 0.14285763770010343, 'fi': 0.8571420835387621}","{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"H?nelle  vastattiin, ettei sellaisia ollut lainkaan ja ettei milloinkaan  k?yty k?r?ji?.",13,{'fi': 0.9999973521766758},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
"H?n tiedusteli sitten, oliko vankiloita, ja h?nelle  vastattiin kielt?v?sti.",10,{'fi': 0.9999962198805085},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
"Mutta mik? h?nt? kuitenkin eniten ihmetytti  ja ihastutti, oli tiedepalatsi, jossa h?n n?ki kaksi tuhatta jalkaa  pitk?n gallerian, joka oli aivan t?ynn? pelkki? matemaattisia ja  fysikaalisia koneita.",30,{'fi': 0.9999978834493053},"{'norwegian': 1, 'finnish': 7, 'dutch': 1}",candide
"Kierrelty??n t?ten koko iltap?iv?n ja ehditty??n n?hd? noin  tuhannennen osan kaupunkia, vietiin heid?t j?lleen kuninkaan luo.",17,{'fi': 0.9999983355029977},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
Candide ja Cacambo istuivat p?yd?n keskess? H?nen Majesteettinsa  ja hovinaisien v?lill?.,12,{'fi': 0.9999952853176883},"{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"Eik? koskaan viel? ole sy?ty niin hyv??  illallista eik? koskaan viel? ole illallisp?yd?ss? kuultu henkev?mpi?  puheita, kuin ne, jotka H?nen Majesteettinsa suusta l?htiv?t!",25,{'fi': 0.9999975622923414},"{'italian': 1, 'turkish': 1, 'hungarian': 1, 'french': 1, 'finnish': 5}",candide
Cacambo  selitti kuninkaan sukkeluudet Candidelle ja viel? k??nnettyin?kin  ne olivat yht? hauskoja.,14,{'fi': 0.9999973528308749},"{'italian': 1, 'dutch': 1, 'french': 1, 'finnish': 3, 'hungarian': 1, 'turkish': 1, 'norwegian': 1}",candide
Ja t?m? seikka ei suinkaan v?hiten  h?mm?stytt?nyt Candidea.,9,{'fi': 0.9999976402633287},{'finnish': 2},candide
Kokonaisen kuukauden he viipyiv?t t?ss? vieraanvaraisessa paikassa.,7,{'fi': 0.9999986570482107},"{'spanish': 1, 'english': 1, 'finnish': 2}",candide
"Mutta joka p?iv? puheli Candide Cacambolle t?h?n tapaan:    -- Totta on, yst?v?ni, enk? lakkaa sit? toistamasta, ett? se linna,  jossa olen syntynyt, ei mitenk??n ole t?m?n maan veroinen.",32,{'fi': 0.9999974796463317},"{'italian': 1, 'spanish': 1, 'french': 2, 'portuguese': 1, 'finnish': 11, 'english': 1}",candide
"Mutta  neiti Kunigundaa ei sittenk??n ole t??ll? ja sinullakin voi olla  jokin rakastajatar Europassa, jota kaipaat.",18,{'fi': 0.9999967131129567},"{'italian': 1, 'norwegian': 1, 'finnish': 5, 'dutch': 1}",candide
"Jos j??mme t?nne, emme  merkitse t??ll? sen enemp?? kuin muutkaan; jos sit?vastoin palaamme  muuhun maailmaan ja meill? on mukanamme vaikkapa vain kaksitoista  Eldoradon kivill? kuormitettua j??r??, niin olemme rikkaammat kuin  kaikki maailman kuninkaat yhteisesti.",38,{'fi': 0.9999967963524029},"{'norwegian': 1, 'finnish': 9, 'english': 1, 'dutch': 1, 'french': 1}",candide
Meid?n ei silloin my?sk??n en??  tarvitse pel?t? mink??nlaisia inkvisiittoreita ja me voimme helposti  valloittaa takaisin neiti Kunigundan.,19,{'fi': 0.9999977962656389},"{'dutch': 2, 'french': 1, 'portuguese': 1, 'finnish': 3, 'english': 1, 'spanish': 1, 'norwegian': 2}",candide
"Cacamboakin miellytti t?llainen puhe, sill? ihminen on nyt kerta  kaikkiaan sellainen, ett? h?nell? on halu n?ytt?yty? maailmalle,  tehd? itsens? t?rke?ksi maalaistensa parissa, ja kerskailla sill?,  mit? h?n on n?hnyt matkoillaan.",33,{'fi': 0.9999970433611716},"{'norwegian': 1, 'finnish': 8, 'english': 1, 'dutch': 1, 'french': 1}",candide
Ja niinp? nuo kaksi onnellista  p??ttiv?t lakata sit? olemasta ja pyysiv?t H?nen Majesteetiltaan  lupaa l?hte? pois.,18,{'fi': 0.9999957862467757},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"-- Te teette suuren tyhmyyden, sanoi heille kuningas.",8,{'fi': 0.999997600389707},{'finnish': 1},candide
"Tosin ei  minulla ole mit??n liian suuria k?sityksi? maastani, mutta jos  ihmisell? kerran on mukiinmenev? olo jossakin, on h?nen siin?  paikassa oltava.",25,{'fi': 0.9999975733121816},"{'finnish': 8, 'english': 1, 'french': 1}",candide
Kuitenkaan ei minulla ole mink??nlaista oikeutta  pid?tt?? muukalaisia maassani.,10,{'fi': 0.999997712328253},{'finnish': 3},candide
Sellainen olisi hirmuvaltiutta eik?  laisinkaan tapojemme ja lakiemme mukaista.,10,{'fi': 0.9999975290649056},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
"Kaikki ihmiset ovat  vapaita, l?htek?? siis milloin teit? vain haluttaa.",11,{'fi': 0.9999996649078425},{'finnish': 2},candide
Mutta poisp??sy  on kovin hankalaa.,6,{'fi': 0.9999986677690366},"{'finnish': 1, 'english': 1, 'french': 1}",candide
"On aivan mahdotonta l?hte? pyrkim??n yl?sp?in  sit? vuolasta virtaa, jota pitkin te ihmeen kautta p??sitte t?nne ja  joka vierii kallioholvien alitse.",23,{'fi': 0.9999974796382038},"{'dutch': 2, 'french': 1, 'portuguese': 1, 'finnish': 5, 'spanish': 1, 'norwegian': 1}",candide
"Vuoret taaskin, jotka ymp?r?iv?t  valtakuntaani, ovat kymmenentuhatta jalkaa korkeat ja ?kkijyrk?t  kuin sein?t ik??n, lis?ksi ne ovat enemm?n kuin kymmenen peninkulmaa  leve?t ja p??ttyv?t my?skin toiselta puolen ?kkijyrk?nteihin.",31,{'fi': 0.9999979483382078},"{'italian': 1, 'dutch': 1, 'french': 1, 'finnish': 5, 'hungarian': 1, 'turkish': 1, 'norwegian': 1}",candide
"Kuitenkin, koska te kerran niin v?ltt?m?tt? tahdotte l?hte?, tahdon  antaa kone-insin??reilleni k?skyn, ett? he valmistavat sellaisen  koneen, jolla te mukavasti voitte matkustaa.",24,{'fi': 0.9999948867173666},"{'spanish': 2, 'french': 1, 'portuguese': 1, 'finnish': 6, 'english': 1, 'dutch': 1}",candide
"Mutta sitten kun te  olette onnellisesti vuorten tuolla puolen, saatte j??d? oman onnenne  varaan, kukaan ei voi saattaa teit? kauemmaksi, sill? alamaiseni ovat  luvanneet olla menem?tt? valtakuntansa rajojen ulkopuolelle ja he  ovat aivan liian viisaita sy?d?kseen sanansa.",41,{'fi': 0.999999299304525},"{'italian': 1, 'dutch': 2, 'french': 1, 'portuguese': 1, 'finnish': 11, 'english': 1, 'spanish': 2, 'norwegian': 2}",candide
Muuten saatte pyyt??  minulta mit? ikin? haluatte.,8,{'fi': 0.9999975522647024},{'finnish': 2},candide
"-- Me emme pyyd? Teid?n Majesteetiltanne muuta, sanoi Cacambo, kuin  muutamia ruokavaroilla ja maan kivill? ja soralla kuormitettuja  lampaita.",21,{'fi': 0.999996714256466},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"Kuningas rupesi nauramaan:    -- Min? en voi ymm?rt??, sanoi h?n, miksi te europalaiset niin  ??rett?m?sti pid?tte meid?n keltaisesta sorastamme, mutta ottakaa  sit? vain niin paljon kuin tahdotte ja k?yk??n teille hyvin.",36,{'fi': 0.9999987145032776},"{'italian': 1, 'norwegian': 2, 'finnish': 11, 'french': 2, 'portuguese': 1, 'dutch': 3, 'danish': 1, 'turkish': 1, 'spanish': 2, 'swedish': 1}",candide
"H?n antoi heti k?skyn insin??reilleen, ett? n?iden piti rakentaa  sellainen kone, jolla nuo molemmat merkilliset miehet voitaisiin  nostaa valtakunnan ulkopuolelle.",22,{'fi': 0.9999954954244983},{'finnish': 4},candide
Kolme tuhatta etev?? fyysikkoa  ryhtyi heti ty?h?n k?siksi ja kahden viikon kuluttua oli kone  valmis eik? tullut maksamaan enemp?? kuin kaksikymment? miljoonaa  sterlinki-puntaa maan k?yp?? rahaa.,29,{'fi': 0.9999984006651829},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"Candide ja Cacambo asetettiin  koneeseen, jossa jo oli odottamassa kaksi suurta, satulalla ja  suitsilla varustettua punalammasta, jotka olivat tarkoitetut  ratsuiksi vuorilta p??sty?, lis?ksi kaksikymment? muonavaroilla  kuormattua lastilammasta, kolmekymment? maan harvinaisuuksia  ja lahjoja kantavaa ja viisikymment? kullalla, jalokivill? ja  timanteilla s?lytetty?.",46,{'fi': 0.9999961574782783},"{'dutch': 1, 'danish': 1, 'finnish': 5, 'norwegian': 1}",candide
Kuningas syleili hell?sti molempia maailman kiert?ji?.,6,{'fi': 0.9999966956077893},{},candide
"Oli todellakin kaunista katsella heid?n l?ht???n ja sit? kekseli?st?  tapaa, mill? heid?t lampaineen nostettiin vuorten huipuille.",17,{'fi': 0.9999975256920645},"{'norwegian': 1, 'finnish': 5, 'dutch': 1}",candide
Saatettuaan heid?t niiden yli sanoivat fyysikot heille hyv?stit ja  erkanivat.,11,{'fi': 0.999997100216818},"{'norwegian': 1, 'finnish': 5, 'dutch': 1}",candide
Ja Candidella ei en?? ollut mit??n muuta halua eik? p??m??r?? kuin  vied? lampaansa nti Kunigundan jalkojen juureen.,18,{'fi': 0.9999978827203146},{'finnish': 3},candide
"-- Meill? on kyll?, mill? maksaa Buenos-Ayreksen kuvern??rille, siin?  tapauksessa ett? neiti Kunigunda olisi rahalla lunastettavissa.",17,{'fi': 0.9999975452506351},"{'finnish': 5, 'english': 1, 'french': 1}",candide
"L?htek??mme Cayenneen ja nouskaamme siell? laivaan, sitten voimme  v?h?n katsella ymp?rillemme, mink? kuningaskunnan mahdollisesti  haluamme ostaa.",18,{'fi': 0.9999976625668685},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
YHDEKS?STOISTA LUKU.,2,{'cy': 0.9999974868862821},{},candide
Mit? heille tapahtui Surinamissa ja kuinka Candide tutustui Martiniin.,9,{'fi': 0.9999971647339698},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
Ensim?inen matkap?iv? kului sangen miellytt?v?sti.,5,{'fi': 0.9999959535530131},{},candide
"Molempia  matkailijoita innostutti tietoisuus siit?, ett? ne aarteet, jotka he  omistivat, olivat suuremmat kuin kaikki Aasian, Europan ja Afrikan  aarteet yhteens?.",24,{'fi': 0.9999988295638678},"{'italian': 1, 'dutch': 1, 'hungarian': 1, 'french': 1, 'finnish': 8, 'turkish': 1, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
Ihastuksissaan kaiverteli Candide Kunigundan nime?  sinne t?nne tien puihin.,10,{'fi': 0.9999951490458883},{},candide
Toisena p?iv?n? vajosi kaksi lampaista  suohon; ne katosivat sinne kuormineen p?ivineen.,12,{'fi': 0.999998178036287},"{'italian': 1, 'turkish': 1, 'hungarian': 1, 'french': 1, 'finnish': 1}",candide
"Muutaman p?iv?n  kuluttua kuoli viel? kaksi lammasta v?symyksest?; seitsem?n tai  kahdeksan kuoli n?lk??n er??ss? er?maassa, viel? putosi jonkun ajan  kuluttua muutamia vuorten kuiluihin.",26,{'fi': 0.9999987411806328},{'finnish': 1},candide
Vihdoin oli heill? sadan p?iv?n kuluttua j?lell? en?? vain kaksi  lammasta.,12,{'fi': 0.9999982138049407},{'finnish': 2},candide
"Ja Candide sanoi Cacambolle:    -- Siit? nyt n?et yst?v?ni, kuinka katoavaista, tavaraa t?m?n  maailman rikkaudet ovat.",20,{'fi': 0.9999974731129284},{'finnish': 3},candide
Ei ole mit??n muuta pysyv?ist? kuin hyve ja  onni saada j?lleen n?hd? neiti Kunigunda.,15,{'fi': 0.9999974765598058},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"-- Niinp? kyll?, sanoi Cacambo, mutta meill? on viel? j?lell? kaksi  lammasta, joiden sel?ss? on enemm?n aarteita kuin mit? Espanjan  kuninkaalla on el?iss??n.",25,{'fi': 0.9999977451578947},"{'finnish': 6, 'english': 1, 'french': 1}",candide
"Ja tuolla kaukana n?en kaupungin, joka  luullakseni on Surinam ja joka kuuluu hollantilaisille.",14,{'fi': 0.9999950918371394},"{'norwegian': 1, 'finnish': 4, 'english': 1, 'dutch': 1, 'french': 1}",candide
Nyt loppuvat  pian vaivamme ja onnemme p?iv?t alkavat.,9,{'fi': 0.9999966774448175},"{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"Kun he l?hestyiv?t  kaupunkia, l?ysiv?t he er??n neekerin, joka virui maassa ja jonka  yll? oli vain vaillinainen alaosa vaatekertaa, nimitt?in sinisest?  palttinasta tehty housunpuolikas; t?lt? miesraukalta puuttui kokonaan  vasen jalka ja oikea k?si.",37,{'fi': 0.9999975368488443},"{'dutch': 1, 'spanish': 1, 'finnish': 6, 'english': 1, 'norwegian': 1}",candide
"-- Hyv? Jumala, puhutteli Candide h?nt? hollannin kielell?, mit?  sin?, yst?v?ni, siin? teet ja miten olet joutunut noin surkeaan  tilaan?",22,{'fi': 0.9999953267359705},"{'norwegian': 1, 'finnish': 7, 'dutch': 1}",candide
"-- Odotan t?ss? is?nt??ni, tuota kuuluisaa kauppiasta hra  Vanderdenduria, vastasi neekeri.",12,{'fi': 0.9999971864398838},{'finnish': 1},candide
-- Ja hra Vanderdendurko sinua on noin pahoin pidellyt?,9,"{'fi': 0.8571403030806509, 'de': 0.1428568565699656}","{'finnish': 3, 'english': 1, 'french': 1}",candide
kysyi Candide.,2,"{'tr': 0.857139744731211, 'no': 0.14285832471111531}",{},candide
